Input_Term,Hiscox_COB,Full_Industry_Code,PL,GL,BOP,Cyber,Source
Fluoroscopic X-ray apparatus and tubes manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Gamma-ray irradiation equipment manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Generators, X-ray, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Irradiation apparatus and tubes (e.g., industrial, medical diagnostic, medical therapeutic, research, scientific), manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Irradiation equipment manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Lamps, X-ray, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Medical radiation therapy equipment manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Nuclear irradiation equipment manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Radium equipment manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Therapeutic X-ray apparatus and tubes (e.g., medical, industrial, research) manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Tubes, X-ray, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"X-ray apparatus and tubes (e.g., control, industrial, medical, research) manufacturing",OOA,                                    ,No,No,No ,No,NAICS
X-ray generators manufacturing,OOA,                                    ,No,No,No ,No,NAICS
X-ray irradiation equipment manufacturing,OOA,                                    ,No,No,No ,No,NAICS
X-ray tubes manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Abrasion testing machines manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Accelerometers (except aerospace type) manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Actinometers, meteorological, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Aircraft engine instruments manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Alarm clocks manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Alidades, surveying, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Appliance timers manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Automotive emissions testing equipment manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Barographs manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Barometers manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Breath alcohol testing devices manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Breathalyzers manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Ceilometers manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Chains, surveyor's, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Chronographs manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Chronometers manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Clock materials and parts (except crystals) manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Clock or watch springs, precision, made from purchased wire",OOA,                                    ,No,No,No ,No,NAICS
Clocks assembling,Clock making and repair,81149000_49906400_00000000,No,Yes,No,Yes,NAICS
Clocks assembling from purchased components,Clock making and repair,81149000_49906400_00000000,No,Yes,No,Yes,NAICS
Commercial timing mechanisms manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Compasses, portable magnetic-type, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Count rate meters, nuclear radiation, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Dating devices and machines (except rubber stamps) manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Detectors, scintillation, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Dosimetry devices manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Drafting instruments manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Dynamometers manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Evaporation meters manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Fatigue testing machines, industrial, mechanical, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Fire detector systems, nonelectric, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Fuel densitometers, aircraft engine, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Fuel mixture indicators, aircraft engine, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Fuel system instruments, aircraft, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Fuel totalizers, aircraft engine, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Galvanometers, geophysical, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Gas leak detectors manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Geiger counters manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Geophysical instruments manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Hand stamps (e.g., date, time), timing mechanism operated, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Hardness testing equipment manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Household-type timing mechanisms manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Humidity instruments (except industrial process and air-conditioning type) manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Hydrometers (except industrial process-type) manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Hygrometers (except industrial process-type) manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Hygrothermographs manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Indicator testers, turntable, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Instrumentation for reactor controls, auxiliary, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Ion chambers manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Kinematic test and measuring equipment manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Leak detectors, water, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Level gauges, radiation-type, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
"Levels and tapes, surveying, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Lie detectors manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Magnetometers manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Mechanisms, clockwork operated device, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Metal detectors manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Meteorologic tracking systems manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Meteorological instruments manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Modules for clocks and watches manufacturing,OOA,                                    ,No,No,No ,No,NAICS
"Movements, watch or clock, manufacturing",OOA,                                    ,No,No,No ,No,NAICS
Nephoscopes manufacturing,OOA,                                    ,No,No,No ,No,NAICS
Nuclear instrument modules manufacturing,OOA,                                    ,No,No,No ,No,NAICS
